"package","n"
"microclass",161
"mHMMbayes",161
"mgss",161
"mdw",161
"MaxPro",161
"marble",161
"maddison",161
"lrmest",161
"lqmix",161
"logOfGamma",161
"locaR",161
"lineartestr",161
"LavaCvxr",161
"InfoTrad",161
"InDisc",161
"ICRanks",161
"ibmsunburst",161
"hpiR",161
"hcidata",161
"hapsim",161
"GreedyEPL",161
"grantham",161
"gnomonicM",161
"gnn",161
"ggESDA",161
"funreg",161
"FiRE",161
"fingraph",161
"FARDEEP",161
"ensembleMOS",161
"effectR",161
"dstabledist",161
"DiNAMIC.Duo",161
"DBERlibR",161
"cpmBigData",161
"countsplit",161
"colocr",161
"cofeatureR",161
"chronicler",161
"cemco",161
"cdlei",161
"CARME",161
"BlockCov",161
"bioSNR",161
"AvInertia",161
"airnow",161
"W2CWM2C",160
"VulnToolkit",160
"valuemap",160
"validateRS",160
"uk2us",160
"twosigma",160
"ttScreening",160
"TSSVM",160
"timeSeq",160
"tfrmtbuilder",160
"tbma",160
"svDialogstcltk",160
"splitSelect",160
"spcadjust",160
"SpatialPOP",160
"skylight",160
"sherlock",160
"sharpeRratio",160
"SCORPION",160
"SAR",160
"saeHB.ME",160
"RxnSim",160
"Rsgf",160
"rPACI",160
"rasterize",160
"ramsvm",160
"RAC",160
"R2ucare",160
"qch",160
"pyMTurkR",160
"PriorGen",160
"prclust",160
"plfMA",160
"pald",160
"ora",160
"ODEsensitivity",160
"momentchi2",160
"miRNAss",160
"mined",160
"mexicolors",160
"mazeinda",160
"marp",160
"lmForc",160
"KRIS",160
"kpodclustr",160
"KneeArrower",160
"JICO",160
"JGL",160
"isoorbi",160
"isocat",160
"intmap",160
"insectDisease",160
"IFMCDM",160
"ibawds",160
"HMPTrees",160
"HEtools",160
"gtop",160
"gnFit",160
"glottospace",160
"gglgbtq",160
"gghist",160
"geomod",160
"frbinom",160
"flexmsm",160
"fixedTimeEvents",160
"finbipartite",160
"fglsnet",160
"fetchGoogleAnalyticsR",160
"ferrn",160
"FastKM",160
"evoTS",160
"ELMSO",160
"earlygating",160
"dkanr",160
"DiscreteInverseWeibull",160
"DCPO",160
"dagwood",160
"cpt",160
"copre",160
"ConsRankClass",160
"CircularDDM",160
"cif",160
"cgAUC",160
"cgal4h",160
"causalDisco",160
"biotic",160
"bggum",160
"bacr",160
"AutoregressionMDE",160
"auctionr",160
"AHSurv",160
"ZillowR",159
"xgb2sql",159
"wPerm",159
"wordsalad",159
"welchADF",159
"Watersheds",159
"vICC",159
"uclust",159
"treeDA",159
"tpfp",159
"TOSI",159
"time.slots",159
"tidyformula",159
"theiaR",159
"TGST",159
"templr",159
"survmixer",159
"STREAK",159
"stepmixr",159
"spidR",159
"sp23design",159
"Snake",159
"scSorter",159
"scellpam",159
"rsvddpd",159
"Rita",159
"rairtable",159
"quest",159
"QRIpkg",159
"presenter",159
"potions",159
"PoSI",159
"pfica",159
"PBIBD",159
"overture",159
"ockc",159
"nlaR",159
"NestedMenu",159
"nbTransmission",159
"nbody",159
"mwshiny",159
"MMeM",159
"MLML2R",159
"MLFS",159
"MetChem",159
"messy.cats",159
"MCPModBC",159
"mcMST",159
"MatchLinReg",159
"LorenzRegression",159
"lmmpar",159
"leontief",159
"ldhmm",159
"kokudosuuchi",159
"kitagawa",159
"just.install",159
"json2aRgs",159
"JamendoR",159
"ipsfs",159
"interim",159
"intendo",159
"imsig",159
"icRSF",159
"HomomorphicEncryption",159
"hdfqlr",159
"groupTesting",159
"gghdx",159
"genSEIR",159
"free",159
"FER",159
"equil2",159
"EMAS",159
"dynConfiR",159
"deepMOU",159
"debugr",159
"dbcsp",159
"DarkDiv",159
"crossrun",159
"countland",159
"conformalInference.multi",159
"comclim",159
"colorr",159
"cmtest",159
"Cluster.OBeu",159
"ChillModels",159
"brranching",159
"BinaryDosage",159
"bigtcr",159
"bestSDP",159
"bender",159
"BCA1SG",159
"AutoStepwiseGLM",159
"AmmoniaConcentration",159
"ZRA",158
"wevid",158
"weightedGCM",158
"voice",158
"video",158
"verbaliseR",158
"TwoArmSurvSim",158
"TreeSimGM",158
"taber",158
"SyncRNG",158
"ssc",158
"spINAR",158
"spectator",158
"slfm",158
"simpleMH",158
"Sie2nts",158
"sccr",158
"SC2API",158
"sampleVADIR",158
"runMCMCbtadjust",158
"rTRIPLEXCWFlux",158
"RMOPI",158
"RMBC",158
"RevEcoR",158
"redbookperu",158
"ReadDIM",158
"rcbayes",158
"RBNZ",158
"QRAGadget",158
"PSDistr",158
"PRSPGx",158
"probout",158
"powerGWASinteraction",158
"PoolTestR",158
"POINT",158
"Phase123",158
"ph2mult",158
"peruse",158
"OSLdecomposition",158
"OPDOE",158
"odds.n.ends",158
"nzffdr",158
"nlt",158
"nlgm",158
"mxmmod",158
"multiview",158
"MSclust",158
"Modalclust",158
"mindr",158
"meteoEVT",158
"MetabolicSyndrome",158
"makeunique",158
"LPsmooth",158
"lmls",158
"LMD",158
"LinearDetect",158
"kidney.epi",158
"kelvin",158
"impimp",158
"ImHD",158
"hmmm",158
"gwavr",158
"GTDL",158
"graphx",158
"grangers",158
"graDiEnt",158
"GGRidge",158
"ggisotonic",158
"ggfocus",158
"GFisher",158
"GDELTtools",158
"gbs2ploidy",158
"gammSlice",158
"fwi.fbp",158
"FuzzySimRes",158
"frostr",158
"fromo",158
"FRCC",158
"ERP",158
"EMMIXgene",158
"elect",158
"edwards97",158
"dualtrees",158
"DTDA.ni",158
"dTBM",158
"DSAM",158
"doudpackage",158
"di",158
"DetMCD",158
"currr",158
"CovRegRF",158
"covid19brazil",158
"CondiS",158
"concorR",158
"cofad",158
"codeCollection",158
"CoastlineFD",158
"ClinicalTrialSummary",158
"chlorpromazineR",158
"calibrar",158
"braidrm",158
"BootMRMR",158
"BioM2",158
"BeeBDC",158
"bayesDem",158
"Autoplotprotein",158
"armada",158
"AmpGram",158
"ypssc",157
"wearables",157
"visae",157
"twl",157
"transx",157
"topicmodels.etm",157
"tldr",157
"smmR",157
"SMARTbayesR",157
"simulator",157
"shutterplot",157
"shinypivottabler",157
"sepkoski",157
"segmetric",157
"SDEFSR",157
"scRNAstat",157
"scBio",157
"saeHB.ZIB",157
"sad",157
"Rstg",157
"RScelestial",157
"Rquefts",157
"Rnvd3",157
"RMallow",157
"RHmm",157
"revpref",157
"restaurant",157
"repmod",157
"RepeatedHighDim",157
"qtlpoly",157
"pysd2r",157
"PUMP",157
"ProbBreed",157
"prioGene",157
"PPTcirc",157
"plotDK",157
"PlotBivInvGaus",157
"pleLMA",157
"pinterestadsR",157
"PerseusR",157
"PANACEA",157
"OBASpatial",157
"NRejections",157
"novelqualcodes",157
"nett",157
"netchain",157
"multirich",157
"mixedMem",157
"miRetrieve",157
"memo",157
"mccr",157
"LCCR",157
"KLexp",157
"ipmisc",157
"ipflasso",157
"gtranslate",157
"glmmEP",157
"ggtea",157
"ggRtsy",157
"ggragged",157
"gepaf",157
"gamboostMSM",157
"fmriqa",157
"files",157
"extRatum",157
"evabic",157
"EstMix",157
"epe4md",157
"eivtools",157
"EAinference",157
"dummies",157
"DEGRE",157
"deforestable",157
"cureplots",157
"CSCDRNA",157
"CRABS",157
"controlTest",157
"complexlm",157
"cometr",157
"colorplane",157
"CMHNPA",157
"CASMAP",157
"cascadeSelect",157
"boostingDEA",157
"bodsr",157
"BLSM",157
"binovisualfields",157
"batteryreduction",157
"basifoR",157
"AWR.Athena",157
"zctaCrosswalk",156
"vsgoftest",156
"viscomplexr",156
"viafr",156
"VARSEDIG",156
"vandalico",156
"VALERIE",156
"ura",156
"ucie",156
"tpc",156
"telemetR",156
"SWIM",156
"spup",156
"SPORTSCausal",156
"slm",156
"SimRAD",156
"ShellChron",156
"sbfc",156
"rSCA",156
"rnbp",156
"Rmolt",156
"redlistr",156
"RcppXts",156
"OTUtable",156
"osrmr",156
"ORFID",156
"ODEnetwork",156
"NTSS",156
"npsurvSS",156
"npregderiv",156
"multiwave",156
"multiAssetOptions",156
"moder",156
"Metabonomic",156
"MCMCtreeR",156
"longmixr",156
"linkspotter",156
"lenses",156
"ipa",156
"iClick",156
"hmi",156
"hmclearn",156
"HealthCal",156
"HARModel",156
"groupwalk",156
"goldilocks",156
"GiniWegNeg",156
"ggrounded",156
"gb",156
"fractD",156
"fgeo",156
"fcm",156
"fca",156
"FarmSelect",156
"FAO56",156
"excessmort",156
"esem",156
"EnvExpInd",156
"EngrExpt",156
"DTWUMI",156
"cvwrapr",156
"cultevo",156
"cubar",156
"ctqr",156
"coxrt",156
"ConformalSmallest",156
"coenoflex",156
"ClusPred",156
"climdex.pcic",156
"CKLRT",156
"cft",156
"CerioliOutlierDetection",156
"camsRad",156
"campaignmanageR",156
"BVARverse",156
"binford",156
"bayesROE",156
"BalanceCheck",156
"autoBagging",156
"asymLD",156
"adoptr",156
"vol2birdR",155
"ushr",155
"TrendInTrend",155
"treedater",155
"transmdl",155
"trajeR",155
"tlm",155
"tfer",155
"Tariff",155
"TANDEM",155
"stfit",155
"stepdownfdp",155
"SpTe2M",155
"smartsizer",155
"simplifyNet",155
"shinypanels",155
"ShinyLink",155
"sharpData",155
"ShapleyValue",155
"scutr",155
"saebnocov",155
"Relatedness",155
"RCTS",155
"r2spss",155
"QCAGUI",155
"Q2q",155
"PoolDilutionR",155
"pmultinom",155
"PHENIX",155
"phenesse",155
"pewdata",155
"pemultinom",155
"OryzaProbe",155
"oneclust",155
"nscancor",155
"nCal",155
"nbapalettes",155
"multibiplotGUI",155
"msamp",155
"moveVis",155
"mmmgee",155
"Mmcsd",155
"miclust",155
"mgc",155
"mapscanner",155
"MAPITR",155
"MaOEA",155
"mailchimpR",155
"LST",155
"lpc",155
"LogisticCurveFitting",155
"ivx",155
"interactionRCS",155
"InPosition",155
"ICSsmoothing",155
"HKRbook",155
"GxEScanR",155
"GRelevance",155
"GRAPE",155
"gofgamma",155
"GiniDistance",155
"funnelR",155
"fmbasics",155
"exams.mylearn",155
"EUfootball",155
"EncDNA",155
"ec50estimator",155
"dymo",155
"DWLasso",155
"dpcc",155
"crsra",155
"CovSel",155
"corrViz",155
"CompareTests",155
"cms",155
"clust.bin.pair",155
"cliff",155
"CCM",155
"CBSr",155
"cap",155
"c2c",155
"BoolFilter",155
"bnpa",155
"blscrapeR",155
"BayesRepDesign",155
"WMWssp",154
"WaveletLSTM",154
"vvfiller",154
"varitas",154
"unival",154
"twoxtwo",154
"taboolaR",154
"survAH",154
"studentlife",154
"stringb",154
"stickyr",154
"statGraph",154
"sox",154
"simodels",154
"ShiftShareSE",154
"SCEPtER",154
"SangerTools",154
"runexp",154
"rsetse",154
"ROCSI",154
"RMSNumpress",154
"rmake",154
"qrcmNP",154
"plasso",154
"plasma",154
"OWEA",154
"oceanwaves",154
"MullerPlot",154
"mstclustering",154
"mnt",154
"MMDCopula",154
"misclassGLM",154
"MetaIntegration",154
"matchFeat",154
"marcher",154
"ltxsparklines",154
"LMoFit",154
"LARisk",154
"Jdmbs",154
"iSFun",154
"irboost",154
"IPEDS",154
"iMediate",154
"iIneq",154
"ICSKAT",154
"handwriter",154
"GPM",154
"frab",154
"fluxweb",154
"epmrob",154
"epandist",154
"EfficientMaxEigenpair",154
"drifter",154
"DivE",154
"datacutr",154
"contoureR",154
"cassandRa",154
"calcWOI",154
"bundesligR",154
"BetterReg",154
"bets.covid19",154
"BayesProject",154
"ZIPG",153
"WOTPLY",153
"WinRatio",153
"wav",153
"vietnameseConverter",153
"USgrid",153
"TSDT",153
"TreatmentSelection",153
"TransTGGM",153
"TPEA",153
"tm.plugin.koRpus",153
"telefit",153
"svWidgets",153
"stochprofML",153
"StochBlock",153
"specieschrom",153
"spatgeom",153
"Skillings.Mack",153
"simIDM",153
"semlbci",153
"SCOR",153
"SCOPRO",153
"scatr",153
"rstatscn",153
"rSEA",153
"RKEAjars",153
"Riex",153
"rfieldclimate",153
"RfEmpImp",153
"RCTrep",153
"qPCRhelper",153
"psymetadata",153
"popsom",153
"poisDoubleSamp",153
"piqp",153
"paleobuddy",153
"optband",153
"OenoKPM",153
"nutriNetwork",153
"NormalLaplace",153
"NestMRMC",153
"mscsweblm4r",153
"mscstexta4r",153
"MPBoost",153
"MonoInc",153
"modnets",153
"mnlfa",153
"MLpreemption",153
"MissingPlotLSD",153
"MexBrewer",153
"MDBED",153
"mazing",153
"maximin",153
"materialmodifier",153
"matahari",153
"ltmix",153
"lowpassFilter",153
"LindleyPowerSeries",153
"LIC",153
"KLINK",153
"ISEtools",153
"IntegratedJM",153
"IndepTest",153
"icesVMS",153
"ialiquor",153
"hse",153
"HMMmlselect",153
"hhh4contacts",153
"gwer",153
"GSMX",153
"gsEasy",153
"gquad",153
"FPLdata",153
"forestControl",153
"flashr",153
"evident",153
"ePCR",153
"ELISAtools",153
"eff2",153
"DisHet",153
"CompRandFld",153
"collidr",153
"clogitLasso",153
"CircularSilhouette",153
"CircOutlier",153
"CFF",153
"caplot",153
"BESTree",153
"bayfoxr",153
"BayesTreePrior",153
"assocInd",153
"xplain",152
"WR",152
"windsoraiR",152
"vizdraws",152
"userfriendlyscience",152
"TwoPhaseInd",152
"tramvs",152
"tipitaka",152
"TExPosition",152
"TDLM",152
"SymbolicDeterminants",152
"stim",152
"StatTeacherAssistant",152
"sparseR",152
"SOHPIE",152
"smss",152
"slouch",152
"simtrait",152
"shinySIR",152
"sharx",152
"sgs",152
"satscanMapper",152
"SAMTx",152
"rSFA",152
"reveneraR",152
"randChecks",152
"quadraticSD",152
"PSW",152
"portfolio.optimization",152
"pmwg",152
"PhySortR",152
"phenoCDM",152
"parcats",152
"ordinalpattern",152
"nnlasso",152
"NIRStat",152
"netmhc2pan",152
"netmediate",152
"modesto",152
"MGBT",152
"MetaLonDA",152
"mecor",152
"mclm",152
"mcgibbsit",152
"Map2NCBI",152
"MAGNAMWAR",152
"leprechaun",152
"lamle",152
"irtQ",152
"industRial",152
"imbibe",152
"IAT",152
"hyperoverlap",152
"histmdl",152
"HextractoR",152
"GRSxE",152
"gp",152
"gmat",152
"GISSB",152
"GetFREData",152
"gendist",152
"FuzzySTs",152
"folders",152
"expperm",152
"eventInterval",152
"dsdp",152
"droll",152
"denovolyzeR",152
"DEM",152
"decode",152
"DBHC",152
"daySupply",152
"CTNote",152
"countDM",152
"CongreveLamsdell2016",152
"confinterpret",152
"condTruncMVN",152
"combinatorics",152
"CollapseLevels",152
"ClussCluster",152
"cloudUtil",152
"CIS.DGLM",152
"CGP",152
"cartographer",152
"bcgam",152
"atmopt",152
"ALSCPC",152
"zlog",151
"YRmisc",151
"yatah",151
"vstsr",151
"uniah",151
"Twitmo",151
"TPLSr",151
"Tlasso",151
"thriftr",151
"Thresher",151
"TDMR",151
"tableschema.r",151
"SurvivalClusteringTree",151
"StMoSim",151
"stima",151
"sos4R",151
"solrad",151
"soilfoodwebs",151
"SensMap",151
"SelectionBias",151
"SDGdetector",151
"scriptexec",151
"sboost",151
"rhype",151
"rflashtext",151
"revulyticsR",151
"repairData",151
"recapr",151
"Rdrw",151
"rcaiman",151
"qrencoder",151
"PPQplan",151
"polySegratioMM",151
"PLFD",151
"planningML",151
"pim",151
"ph2bye",151
"periscope2",151
"passport",151
"NUCOMBog",151
"NPMLEcmprsk",151
"novelforestSG",151
"nixmass",151
"MultIS",151
"MuChPoint",151
"MSMwRA",151
"mojson",151
"MetaboQC",151
"MapeBay",151
"lg",151
"LexFindR",151
"LagSequential",151
"iWeigReg",151
"ILSE",151
"igate",151
"iadf",151
"hint",151
"growthrate",151
"gpk",151
"gKRLS",151
"GAabbreviate",151
"freedom",151
"fdrDiscreteNull",151
"fcirt",151
"ExposR",151
"evidenceFactors",151
"epxToR",151
"endtoend",151
"encryptedRmd",151
"elections",151
"EDNE.EQ",151
"ecocbo",151
"dynpanel",151
"dwlm",151
"dtp",151
"DRaWR",151
"dnr",151
"dhis2r",151
"desirability2",151
"cystiSim",151
"cursr",151
"communication",151
"CNID",151
"CMAPSS",151
"cepp",151
"CancerEvolutionVisualization",151
"braggR",151
"BNrich",151
"BLRPM",151
"batchscr",151
"BALLI",151
"AMORE",151
"zonebuilder",150
"ZeBook",150
"ympes",150
"wwntests",150
"Vicus",150
"vici",150
"VARshrink",150
"typetracer",150
"tspmeta",150
"tok",150
"tfevents",150
"tacmagic",150
"symbol.equation.gpt",150
"sValues",150
"stringstatic",150
"StockDistFit",150
"stenR",150
"STAREG",150
"ssfit",150
"SQI",150
"spectralR",150
"snap",150
"SmoothTensor",150
"simfam",150
"sampSurf",150
"rmdHelpers",150
"ridgregextra",150
"REPLesentR",150
"readysignal",150
"RDM",150
"rchess",150
"r2social",150
"ProSGPV",150
"PortRisk",150
"pmledecon",150
"patchSynctex",150
"ordinalbayes",150
"orclus",150
"optimCheck",150
"onnx",150
"NovelDistns",150
"ncodeR",150
"multivar",150
"multisite.accuracy",150
"matrixcut",150
"magree",150
"madshapR",150
"LPRelevance",150
"LPmerge",150
"lolR",150
"logitFD",150
"lassopv",150
"lambdaTS",150
"lactcurves",150
"lacrmr",150
"iTOP",150
"itemanalysis",150
"ispdata",150
"IntegratedMRF",150
"INQC",150
"image.Otsu",150
"ihpdr",150
"HTT",150
"howzatR",150
"howler",150
"homnormal",150
"gtWAS",150
"gigg",150
"ggBubbles",150
"ggamma",150
"getCRUCLdata",150
"generator",150
"ezpickr",150
"Evomorph",150
"event",150
"etma",150
"energyr",150
"eemdTDNN",150
"ecotoxicology",150
"dupree",150
"dictionaRy",150
"dfped",150
"cymruservices",150
"compas",150
"comorosmaps",150
"bootGOF",150
"bgmfiles",150
"xrnet",149
"WWR",149
"wbacon",149
"washex",149
"vermeulen",149
"velociraptr",149
"vdar",149
"uniswappeR",149
"tsallisqexp",149
"TreeDiagram",149
"TORDs",149
"timbeR",149
"tidyqwi",149
"tidypmc",149
"thgenetics",149
"tesselle",149
"syt",149
"symSEM",149
"surveyCV",149
"stagePop",149
"SSRMST",149
"ssimparser",149
"spnaf",149
"SpatialGEV",149
"sparsepp",149
"simplexreg",149
"set6",149
"scrollrevealR",149
"SCRIP",149
"sAIC",149
"RZigZag",149
"ruminate",149
"RKEELdata",149
"rFSA",149
"retriever",149
"readABF",149
"pvclass",149
"PredCRG",149
"Pomic",149
"pogit",149
"pixels",149
"pass.lme",149
"OTrecod",149
"obAnalytics",149
"nzelect",149
"neuroim",149
"netgen",149
"MiMIR",149
"MetricGraph",149
"metaSDTreg",149
"metamicrobiomeR",149
"mcunit",149
"MARSGWR",149
"mappings",149
"LSAmitR",149
"LoopDetectR",149
"linemap",149
"IndTestPP",149
"image.CornerDetectionF9",149
"ICGOR",149
"HybridDesign",149
"hdpca",149
"gwsem",149
"GWnnegPCA",149
"gridstackeR",149
"GORCure",149
"GofKmt",149
"ggx",149
"getwiki",149
"frequentistSSD",149
"FreqProf",149
"ForecastCombinations",149
"FILEST",149
"fastclime",149
"EleChemr",149
"ef",149
"dynCorr",149
"dstat",149
"DRDRtest",149
"drcarlate",149
"diffIRT",149
"DepCens",149
"DecorateR",149
"crrcbcv",149
"covid19br",149
"copulaData",149
"comato",149
"ceRtainty",149
"cencrne",149
"cellpypes",149
"CATTexact",149
"catseyes",149
"briqr",149
"BRACE",149
"BayesianFROC",149
"AlleleShift",149
"xgrove",148
"WaveletGBM",148
"vatcheckapi",148
"VALIDICLUST",148
"TSDFGS",148
"tsdecomp",148
"SynchWave",148
"stochLAB",148
"stab",148
"SpatialfdaR",148
"solarPos",148
"sleekts",148
"SLCARE",148
"SlaPMEG",148
"simml",148
"shoredate",148
"shinyCox",148
"sgolay",148
"selectapref",148
"SC.MEB",148
"SBdecomp",148
"SASxport",148
"rwisp",148
"rWishart",148
"ROlogit",148
"ROI.plugin.highs",148
"ROI.models.globalOptTests",148
"quid",148
"qtlbim",148
"qsimulatR",148
"qlifetable",148
"promote",148
"ProbSamplingI",148
"precisePlacement",148
"pivotaltrackR",148
"phd",148
"pgraph",148
"odesolve",148
"NGBVS",148
"netregR",148
"MScombine",148
"mmr",148
"MDplot",148
"mc.heterogeneity",148
"mccca",148
"matchr",148
"M3JF",148
"lcyanalysis",148
"irrICC",148
"image.LineSegmentDetector",148
"icesConnect",148
"hospitals",148
"HEDA",148
"gstsm",148
"grpseq",148
"futility",148
"finnishgrid",148
"fasjem",148
"etree",148
"esmprep",148
"epr",148
"EpiTest",148
"EntropyMCMC",148
"ECLRMC",148
"dual.spls",148
"doolkit",148
"dissever",148
"DepLogo",148
"demoGraphic",148
"CTTinShiny",148
"covdepGE",148
"copulaSim",148
"compindexR",148
"clptheory",148
"CIplot",148
"CINID",148
"BLRShiny",148
"BioInstaller",148
"bigdist",148
"wq",147
"wbsts",147
"vov",147
"votesmart",147
"VectorCodeR",147
"subspace",147
"spselect",147
"spnn",147
"spatialsegregation",147
"SNPknock",147
"snowboot",147
"simukde",147
"simpleMLP",147
"shinyMonacoEditor",147
"sendplot",147
"ScatterDensity",147
"rsinaica",147
"Ricrt",147
"rgl2gltf",147
"ResearchAssociate",147
"rCAT",147
"qsplines",147
"psyverse",147
"PredPsych",147
"powdist",147
"popPCR",147
"PINMA",147
"pgenlibr",147
"pathmodelfit",147
"omsvg",147
"MultiRobust",147
"MPN",147
"MPI",147
"monotonicity",147
"MixedLevelRSDs",147
"MINTplates",147
"micromodal",147
"mglmn",147
"MEPDF",147
"meifly",147
"mdftracks",147
"lisa",147
"knnwtsim",147
"kirby21.base",147
"jacpop",147
"its",147
"icesDatsu",147
"IATscores",147
"HuraultMisc",147
"hierBipartite",147
"HeteroGGM",147
"grade",147
"gamblers.ruin.gameplay",147
"FuzzyStatProb",147
"fedregs",147
"EstimDiagnostics",147
"DWreg",147
"dartRverse",147
"CRTConjoint",147
"covidprobability",147
"countfitteR",147
"costsensitive",147
"combiter",147
"cmenet",147
"cgraph",147
"BonEV",147
"BLRShiny2",147
"bigGP",147
"Wats",146
"uncmbb",146
"ui",146
"uCAREChemSuiteCLI",146
"tssim",146
"TSdisaggregation",146
"triangulr",146
"treebalance",146
"timeR",146
"tdr",146
"tagtools",146
"swgee",146
"SubgrPlots",146
"strider",146
"stockfish",146
"sqlscore",146
"SLHD",146
"sgPLS",146
"sglr",146
"SeerMapperEast",146
"s3",146
"rts2",146
"rPanglaoDB",146
"RonFHIR",146
"rmetalog",146
"rLFT",146
"rfishnet2",146
"rfishdraw",146
"rationalfun",146
"RatingScaleReduction",146
"QDComparison",146
"PheCAP",146
"pestr",146
"parallelMCMCcombine",146
"OptHoldoutSize",146
"nonlinearICP",146
"NNMIS",146
"networkscaleup",146
"NB.MClust",146
"NBDesign",146
"murphydiagram",146
"moodlequizR",146
"mixpoissonreg",146
"mimsy",146
"MEclustnet",146
"mateable",146
"masscor",146
"m2r",146
"LSRS",146
"lestat",146
"less",146
"LDAandLDAS",146
"KHQ",146
"IIProductionUnknown",146
"icdpicr",146
"GWLelast",146
"gridDebug",146
"glmtree",146
"gJLS2",146
"geoSAE",146
"GeneticSubsetter",146
"GARCHIto",146
"GACFF",146
"FWRGB",146
"FSMUMI",146
"fcuk",146
"fastLaplace",146
"ezec",146
"EpiSemble",146
"envoutliers",146
"envnames",146
"EloChoice",146
"eiExpand",146
"DPP",146
"dml",146
"DisaggregateTS",146
"DDM",146
"dbMC",146
"cytominer",146
"cubeview",146
"cssTools",146
"cpsvote",146
"CNVRG",146
"CHEMIST",146
"casino",146
"calibrateBinary",146
"BinaryEMVS",146
"BayesPieceHazSelect",146
"vcvComp",145
"varsExplore",145
"ugomquantreg",145
"TSpadi",145
"tidygenomics",145
"thorn",145
"SUSY",145
"survSens",145
"stratvns",145
"STraTUS",145
"statcomp",145
"springpheno",145
"SparseTSCGM",145
"snvecR",145
"smdi",145
"slideview",145
"simule",145
"SIBERG",145
"shinyChakraUI",145
"semmcmc",145
"secure",145
"sbo",145
"SailoR",145
"RTDE",145
"Rivivc",145
"riceidconverter",145
"REGENT",145
"refuge",145
"readMLData",145
"rbenvo",145
"rankUncertainty",145
"r6extended",145
"prodest",145
"powerLATE",145
"PolyHaplotyper",145
"ParallelPC",145
"outlierensembles",145
"ores",145
"ordinalRR",145
"openMSE",145
"nphRCT",145
"npcs",145
"nhsnumber",145
"mstR",145
"ms.sev",145
"mskcc.oncotree",145
"mreg",145
"mountainplot",145
"mogavs",145
"modopt.matlab",145
"MCPtests",145
"mazeGen",145
